Gene,Bacteria,Present,Category
Harpin(HopAK1),P.carotovorum,1,Harpin
HopAN1,P.carotovorum,1,Effector
HopAC1,P.carotovorum,0,Effector
HopAG1,P.carotovorum,0,Effector
HopAH1,P.carotovorum,0,Effector
HopAI1,P.carotovorum,0,Effector
HopJ1,P.carotovorum,0,Effector
HopAA1,P.carotovorum,0,Effector
HopM1,P.carotovorum,0,Effector
HopX1,P.carotovorum,0,Effector
HopQ1,P.carotovorum,0,Effector
HopF2,P.carotovorum,0,Effector
HopV1,P.carotovorum,0,Effector
HopR1,P.carotovorum,0,Effector
HopZ3,P.carotovorum,0,Effector
HopH1,P.carotovorum,0,Effector
HopL1,P.carotovorum,1,Effector
HopAH2,P.carotovorum,0,Effector
HopAJ1,P.carotovorum,0,Effector
HopPtoC,P.carotovorum,0,Effector
HopAV1,P.carotovorum,0,Effector
HopAF1,P.carotovorum,0,Effector
HopI1,P.carotovorum,1,Effector
HopAE1,P.carotovorum,0,Effector
HopAJ2,P.carotovorum,1,Effector
HopAB1,P.carotovorum,0,Effector
HopE1,P.carotovorum,0,Effector
HopAW1,P.carotovorum,0,Effector
HopP1,P.carotovorum,0,Effector
AvrBs2,P.carotovorum,0,Effector
AvrA,P.carotovorum,0,Effector
AvrRxv,P.carotovorum,0,Effector
AvrRpm1,P.carotovorum,0,Effector
AvrXccE1,P.carotovorum,0,Effector
AvrRpt2,P.carotovorum,0,Effector
AvrBs3,P.carotovorum,0,Effector
AvrE1,P.carotovorum,0,Effector
AvrB3,P.carotovorum,0,Effector
AvrXccB,P.carotovorum,0,Effector
DspA/E,P.carotovorum,1,Effector
DspF,P.carotovorum,0,Effector
Rsc3369,P.carotovorum,0,Effector
MxiE,P.carotovorum,0,Effector
ExoU,P.carotovorum,0,Effector
T2SS,P.carotovorum,1,T2SS
T3SS,P.carotovorum,1,T3SS
T4SS,P.carotovorum,2,T4SS
T6SS,P.carotovorum,1,T6SS
Flagella,P.carotovorum,1,Flagella
Pili,P.carotovorum,1,Pili
Pectate disaccharide-lyase,D.dadantii,1,PCWDE
Pectate lyase,D.dadantii,1,PCWDE
Rhanmogalacturonan endolyase,D.dadantii,1,PCWDE
Pectin lyase,D.dadantii,1,PCWDE
Cellulase,D.dadantii,1,PCWDE
beta-xylanase,D.dadantii,0,PCWDE
Arabinosidase,D.dadantii,0,PCWDE
beta-galactosidase,D.dadantii,1,PCWDE
beta-xylosidase,D.dadantii,0,PCWDE
beta-glucosidase,D.dadantii,1,PCWDE
alpha-galactosidase,D.dadantii,1,PCWDE
Galactanase,D.dadantii,1,PCWDE
Polyglacturonase,D.dadantii,0,PCWDE
Avicelase,D.dadantii,0,PCWDE
alpha-L-arabinosidase,D.dadantii,0,PCWDE
alpha-glucuronidase,D.dadantii,0,PCWDE
Harpin(HrpN),D.dadantii,1,Harpin
Harpin(HrpW),D.dadantii,1,Harpin
Harpin(HrpA2),D.dadantii,0,Harpin
Harpin(HrpZ1),D.dadantii,0,Harpin
Harpin(HrpK1),D.dadantii,1,Harpin
Harpin(PopW),D.dadantii,0,Harpin
Harpin(HrcR),D.dadantii,0,Harpin
Harpin(HopAK1),D.dadantii,1,Harpin
HopAN1,D.dadantii,0,Effector
HopAC1,D.dadantii,0,Effector
HopAG1,D.dadantii,0,Effector
HopAH1,D.dadantii,0,Effector
HopAI1,D.dadantii,0,Effector
HopJ1,D.dadantii,0,Effector
HopAA1,D.dadantii,0,Effector
HopM1,D.dadantii,0,Effector
HopX1,D.dadantii,0,Effector
HopQ1,D.dadantii,0,Effector
HopF2,D.dadantii,0,Effector
HopV1,D.dadantii,0,Effector
HopR1,D.dadantii,0,Effector
HopZ3,D.dadantii,0,Effector
HopH1,D.dadantii,0,Effector
HopL1,D.dadantii,1,Effector
HopAH2,D.dadantii,0,Effector
HopAJ1,D.dadantii,0,Effector
HopPtoC,D.dadantii,0,Effector
HopAV1,D.dadantii,0,Effector
HopAF1,D.dadantii,0,Effector
HopI1,D.dadantii,1,Effector
HopAE1,D.dadantii,0,Effector
HopAJ2,D.dadantii,1,Effector
HopAB1,D.dadantii,0,Effector
HopE1,D.dadantii,0,Effector
HopAW1,D.dadantii,0,Effector
HopP1,D.dadantii,0,Effector
AvrBs2,D.dadantii,1,Effector
AvrA,D.dadantii,0,Effector
AvrRxv,D.dadantii,0,Effector
AvrRpm1,D.dadantii,0,Effector
AvrXccE1,D.dadantii,0,Effector
AvrRpt2,D.dadantii,0,Effector
AvrBs3,D.dadantii,0,Effector
AvrE1,D.dadantii,0,Effector
AvrB3,D.dadantii,0,Effector
AvrXccB,D.dadantii,0,Effector
DspA/E,D.dadantii,1,Effector
DspF,D.dadantii,1,Effector
Rsc3369,D.dadantii,0,Effector
MxiE,D.dadantii,1,Effector
ExoU,D.dadantii,0,Effector
T2SS,D.dadantii,1,T2SS
T3SS,D.dadantii,1,T3SS
T4SS,D.dadantii,1,T4SS
T6SS,D.dadantii,2,T6SS
Flagella,D.dadantii,1,Flagella
Pili,D.dadantii,1,Pili
Pectate disaccharide-lyase,B.goodwinii OBR1,1,PCWDE
Pectate lyase,B.goodwinii OBR1,1,PCWDE
Rhanmogalacturonan endolyase,B.goodwinii OBR1,0,PCWDE
Pectin lyase,B.goodwinii OBR1,1,PCWDE
Cellulase,B.goodwinii OBR1,1,PCWDE
beta-xylanase,B.goodwinii OBR1,0,PCWDE
Arabinosidase,B.goodwinii OBR1,1,PCWDE
beta-galactosidase,B.goodwinii OBR1,0,PCWDE
beta-xylosidase,B.goodwinii OBR1,0,PCWDE
beta-glucosidase,B.goodwinii OBR1,1,PCWDE
alpha-galactosidase,B.goodwinii OBR1,1,PCWDE
Galactanase,B.goodwinii OBR1,0,PCWDE
Polyglacturonase,B.goodwinii OBR1,0,PCWDE
Avicelase,B.goodwinii OBR1,0,PCWDE
alpha-L-arabinosidase,B.goodwinii OBR1,0,PCWDE
alpha-glucuronidase,B.goodwinii OBR1,0,PCWDE
Harpin(HrpN),B.goodwinii OBR1,1,Harpin
Harpin(HrpW),B.goodwinii OBR1,1,Harpin
Harpin(HrpA2),B.goodwinii OBR1,0,Harpin
Harpin(HrpZ1),B.goodwinii OBR1,0,Harpin
Harpin(HrpK1),B.goodwinii OBR1,0,Harpin
Harpin(PopW),B.goodwinii OBR1,0,Harpin
Harpin(HrcR),B.goodwinii OBR1,0,Harpin
Harpin(HopAK1),B.goodwinii OBR1,0,Harpin
HopAN1,B.goodwinii OBR1,1,Effector
HopAC1,B.goodwinii OBR1,0,Effector
HopAG1,B.goodwinii OBR1,0,Effector
HopAH1,B.goodwinii OBR1,0,Effector
HopAI1,B.goodwinii OBR1,0,Effector
HopJ1,B.goodwinii OBR1,0,Effector
HopAA1,B.goodwinii OBR1,0,Effector
HopM1,B.goodwinii OBR1,0,Effector
HopX1,B.goodwinii OBR1,1,Effector
HopQ1,B.goodwinii OBR1,0,Effector
HopF2,B.goodwinii OBR1,0,Effector
HopV1,B.goodwinii OBR1,0,Effector
HopR1,B.goodwinii OBR1,0,Effector
HopZ3,B.goodwinii OBR1,0,Effector
HopH1,B.goodwinii OBR1,0,Effector
HopL1,B.goodwinii OBR1,1,Effector
HopAH2,B.goodwinii OBR1,0,Effector
HopAJ1,B.goodwinii OBR1,0,Effector
HopPtoC,B.goodwinii OBR1,0,Effector
HopAV1,B.goodwinii OBR1,0,Effector
HopAF1,B.goodwinii OBR1,0,Effector
HopI1,B.goodwinii OBR1,1,Effector
HopAE1,B.goodwinii OBR1,0,Effector
HopAJ2,B.goodwinii OBR1,1,Effector
HopAB1,B.goodwinii OBR1,0,Effector
HopE1,B.goodwinii OBR1,1,Effector
HopAW1,B.goodwinii OBR1,1,Effector
HopP1,B.goodwinii OBR1,0,Effector
AvrBs2,B.goodwinii OBR1,0,Effector
AvrA,B.goodwinii OBR1,0,Effector
AvrRxv,B.goodwinii OBR1,1,Effector
AvrRpm1,B.goodwinii OBR1,0,Effector
AvrXccE1,B.goodwinii OBR1,0,Effector
AvrRpt2,B.goodwinii OBR1,0,Effector
AvrBs3,B.goodwinii OBR1,0,Effector
AvrE1,B.goodwinii OBR1,0,Effector
AvrB3,B.goodwinii OBR1,0,Effector
AvrXccB,B.goodwinii OBR1,1,Effector
DspA/E,B.goodwinii OBR1,1,Effector
DspF,B.goodwinii OBR1,1,Effector
Rsc3369,B.goodwinii OBR1,0,Effector
MxiE,B.goodwinii OBR1,1,Effector
ExoU,B.goodwinii OBR1,0,Effector
T2SS,B.goodwinii OBR1,1,T2SS
T3SS,B.goodwinii OBR1,1,T3SS
T4SS,B.goodwinii OBR1,2,T4SS
T6SS,B.goodwinii OBR1,1,T6SS
Flagella,B.goodwinii OBR1,1,Flagella
Pili,B.goodwinii OBR1,1,Pili
Pectate disaccharide-lyase,B.goodwinii FRB171,0,PCWDE
Pectate lyase,B.goodwinii FRB171,1,PCWDE
Rhanmogalacturonan endolyase,B.goodwinii FRB171,0,PCWDE
Pectin lyase,B.goodwinii FRB171,1,PCWDE
Cellulase,B.goodwinii FRB171,1,PCWDE
beta-xylanase,B.goodwinii FRB171,0,PCWDE
Arabinosidase,B.goodwinii FRB171,0,PCWDE
beta-galactosidase,B.goodwinii FRB171,1,PCWDE
beta-xylosidase,B.goodwinii FRB171,0,PCWDE
beta-glucosidase,B.goodwinii FRB171,1,PCWDE
alpha-galactosidase,B.goodwinii FRB171,1,PCWDE
Galactanase,B.goodwinii FRB171,0,PCWDE
Polyglacturonase,B.goodwinii FRB171,0,PCWDE
Avicelase,B.goodwinii FRB171,0,PCWDE
alpha-L-arabinosidase,B.goodwinii FRB171,0,PCWDE
alpha-glucuronidase,B.goodwinii FRB171,0,PCWDE
Harpin(HrpN),B.goodwinii FRB171,1,Harpin
Harpin(HrpW),B.goodwinii FRB171,1,Harpin
Harpin(HrpA2),B.goodwinii FRB171,0,Harpin
Harpin(HrpZ1),B.goodwinii FRB171,0,Harpin
Harpin(HrpK1),B.goodwinii FRB171,0,Harpin
Harpin(PopW),B.goodwinii FRB171,0,Harpin
Harpin(HrcR),B.goodwinii FRB171,0,Harpin
Harpin(HopAK1),B.goodwinii FRB171,0,Harpin
HopAN1,B.goodwinii FRB171,1,Effector
HopAC1,B.goodwinii FRB171,0,Effector
HopAG1,B.goodwinii FRB171,0,Effector
HopAH1,B.goodwinii FRB171,0,Effector
HopAI1,B.goodwinii FRB171,0,Effector
HopJ1,B.goodwinii FRB171,0,Effector
HopAA1,B.goodwinii FRB171,0,Effector
HopM1,B.goodwinii FRB171,0,Effector
HopX1,B.goodwinii FRB171,1,Effector
HopQ1,B.goodwinii FRB171,0,Effector
HopF2,B.goodwinii FRB171,0,Effector
HopV1,B.goodwinii FRB171,0,Effector
HopR1,B.goodwinii FRB171,0,Effector
HopZ3,B.goodwinii FRB171,0,Effector
HopH1,B.goodwinii FRB171,0,Effector
HopL1,B.goodwinii FRB171,1,Effector
HopAH2,B.goodwinii FRB171,0,Effector
HopAJ1,B.goodwinii FRB171,0,Effector
HopPtoC,B.goodwinii FRB171,0,Effector
HopAV1,B.goodwinii FRB171,0,Effector
HopAF1,B.goodwinii FRB171,0,Effector
HopI1,B.goodwinii FRB171,1,Effector
HopAE1,B.goodwinii FRB171,0,Effector
HopAJ2,B.goodwinii FRB171,1,Effector
HopAB1,B.goodwinii FRB171,0,Effector
HopE1,B.goodwinii FRB171,1,Effector
HopAW1,B.goodwinii FRB171,1,Effector
HopP1,B.goodwinii FRB171,0,Effector
AvrBs2,B.goodwinii FRB171,0,Effector
AvrA,B.goodwinii FRB171,0,Effector
AvrRxv,B.goodwinii FRB171,0,Effector
AvrRpm1,B.goodwinii FRB171,0,Effector
AvrXccE1,B.goodwinii FRB171,0,Effector
AvrRpt2,B.goodwinii FRB171,0,Effector
AvrBs3,B.goodwinii FRB171,0,Effector
AvrE1,B.goodwinii FRB171,0,Effector
AvrB3,B.goodwinii FRB171,0,Effector
AvrXccB,B.goodwinii FRB171,1,Effector
DspA/E,B.goodwinii FRB171,1,Effector
DspF,B.goodwinii FRB171,1,Effector
Rsc3369,B.goodwinii FRB171,0,Effector
MxiE,B.goodwinii FRB171,1,Effector
ExoU,B.goodwinii FRB171,0,Effector
T2SS,B.goodwinii FRB171,1,T2SS
T3SS,B.goodwinii FRB171,1,T3SS
T4SS,B.goodwinii FRB171,1,T4SS
T6SS,B.goodwinii FRB171,1,T6SS
Flagella,B.goodwinii FRB171,1,Flagella
Pili,B.goodwinii FRB171,1,Pili
Pectate disaccharide-lyase,B.goodwinii FRB141,1,PCWDE
Pectate lyase,B.goodwinii FRB141,1,PCWDE
Rhanmogalacturonan endolyase,B.goodwinii FRB141,0,PCWDE
Pectin lyase,B.goodwinii FRB141,1,PCWDE
Cellulase,B.goodwinii FRB141,1,PCWDE
beta-xylanase,B.goodwinii FRB141,0,PCWDE
Arabinosidase,B.goodwinii FRB141,0,PCWDE
beta-galactosidase,B.goodwinii FRB141,1,PCWDE
beta-xylosidase,B.goodwinii FRB141,1,PCWDE
beta-glucosidase,B.goodwinii FRB141,0,PCWDE
alpha-galactosidase,B.goodwinii FRB141,1,PCWDE
Galactanase,B.goodwinii FRB141,0,PCWDE
Polyglacturonase,B.goodwinii FRB141,0,PCWDE
Avicelase,B.goodwinii FRB141,0,PCWDE
alpha-L-arabinosidase,B.goodwinii FRB141,0,PCWDE
alpha-glucuronidase,B.goodwinii FRB141,0,PCWDE
Harpin(HrpN),B.goodwinii FRB141,1,Harpin
Harpin(HrpW),B.goodwinii FRB141,1,Harpin
Harpin(HrpA2),B.goodwinii FRB141,0,Harpin
Harpin(HrpZ1),B.goodwinii FRB141,0,Harpin
Harpin(HrpK1),B.goodwinii FRB141,0,Harpin
Harpin(PopW),B.goodwinii FRB141,0,Harpin
Harpin(HrcR),B.goodwinii FRB141,0,Harpin
Harpin(HopAK1),B.goodwinii FRB141,0,Harpin
HopAN1,B.goodwinii FRB141,1,Effector
HopAC1,B.goodwinii FRB141,0,Effector
HopAG1,B.goodwinii FRB141,0,Effector
HopAH1,B.goodwinii FRB141,0,Effector
HopAI1,B.goodwinii FRB141,0,Effector
HopJ1,B.goodwinii FRB141,0,Effector
HopAA1,B.goodwinii FRB141,0,Effector
HopM1,B.goodwinii FRB141,0,Effector
HopX1,B.goodwinii FRB141,1,Effector
HopQ1,B.goodwinii FRB141,0,Effector
HopF2,B.goodwinii FRB141,0,Effector
HopV1,B.goodwinii FRB141,0,Effector
HopR1,B.goodwinii FRB141,0,Effector
HopZ3,B.goodwinii FRB141,0,Effector
HopH1,B.goodwinii FRB141,0,Effector
HopL1,B.goodwinii FRB141,1,Effector
HopAH2,B.goodwinii FRB141,0,Effector
HopAJ1,B.goodwinii FRB141,0,Effector
HopPtoC,B.goodwinii FRB141,0,Effector
HopAV1,B.goodwinii FRB141,0,Effector
HopAF1,B.goodwinii FRB141,0,Effector
HopI1,B.goodwinii FRB141,1,Effector
HopAE1,B.goodwinii FRB141,0,Effector
HopAJ2,B.goodwinii FRB141,1,Effector
HopAB1,B.goodwinii FRB141,0,Effector
HopE1,B.goodwinii FRB141,1,Effector
HopAW1,B.goodwinii FRB141,1,Effector
HopP1,B.goodwinii FRB141,0,Effector
AvrBs2,B.goodwinii FRB141,0,Effector
AvrA,B.goodwinii FRB141,0,Effector
AvrRxv,B.goodwinii FRB141,0,Effector
AvrRpm1,B.goodwinii FRB141,0,Effector
AvrXccE1,B.goodwinii FRB141,0,Effector
AvrRpt2,B.goodwinii FRB141,0,Effector
AvrBs3,B.goodwinii FRB141,0,Effector
AvrE1,B.goodwinii FRB141,0,Effector
AvrB3,B.goodwinii FRB141,0,Effector
AvrXccB,B.goodwinii FRB141,1,Effector
DspA/E,B.goodwinii FRB141,1,Effector
DspF,B.goodwinii FRB141,1,Effector
Rsc3369,B.goodwinii FRB141,0,Effector
MxiE,B.goodwinii FRB141,1,Effector
ExoU,B.goodwinii FRB141,0,Effector
T2SS,B.goodwinii FRB141,2,T2SS
T3SS,B.goodwinii FRB141,1,T3SS
T4SS,B.goodwinii FRB141,2,T4SS
T6SS,B.goodwinii FRB141,1,T6SS
Flagella,B.goodwinii FRB141,1,Flagella
Pili,B.goodwinii FRB141,1,Pili
Pectate disaccharide-lyase,B.salicis,0,PCWDE
Pectate lyase,B.salicis,1,PCWDE
Rhanmogalacturonan endolyase,B.salicis,0,PCWDE
Pectin lyase,B.salicis,1,PCWDE
Cellulase,B.salicis,1,PCWDE
beta-xylanase,B.salicis,0,PCWDE
Arabinosidase,B.salicis,0,PCWDE
beta-galactosidase,B.salicis,0,PCWDE
beta-xylosidase,B.salicis,0,PCWDE
beta-glucosidase,B.salicis,1,PCWDE
alpha-galactosidase,B.salicis,1,PCWDE
Galactanase,B.salicis,0,PCWDE
Polyglacturonase,B.salicis,0,PCWDE
Avicelase,B.salicis,0,PCWDE
alpha-L-arabinosidase,B.salicis,0,PCWDE
alpha-glucuronidase,B.salicis,0,PCWDE
Harpin(HrpN),B.salicis,0,Harpin
Harpin(HrpW),B.salicis,1,Harpin
Harpin(HrpA2),B.salicis,0,Harpin
Harpin(HrpZ1),B.salicis,0,Harpin
Harpin(HrpK1),B.salicis,0,Harpin
Harpin(PopW),B.salicis,0,Harpin
Harpin(HrcR),B.salicis,0,Harpin
Harpin(HopAK1),B.salicis,0,Harpin
HopAN1,B.salicis,0,Effector
HopAC1,B.salicis,0,Effector
HopAG1,B.salicis,0,Effector
HopAH1,B.salicis,0,Effector
HopAI1,B.salicis,0,Effector
HopJ1,B.salicis,0,Effector
HopAA1,B.salicis,0,Effector
HopM1,B.salicis,1,Effector
HopX1,B.salicis,0,Effector
HopQ1,B.salicis,0,Effector
HopF2,B.salicis,1,Effector
HopV1,B.salicis,1,Effector
HopR1,B.salicis,1,Effector
HopZ3,B.salicis,0,Effector
HopH1,B.salicis,1,Effector
HopL1,B.salicis,1,Effector
HopAH2,B.salicis,0,Effector
HopAJ1,B.salicis,0,Effector
HopPtoC,B.salicis,0,Effector
HopAV1,B.salicis,0,Effector
HopAF1,B.salicis,0,Effector
HopI1,B.salicis,1,Effector
HopAE1,B.salicis,0,Effector
HopAJ2,B.salicis,1,Effector
HopAB1,B.salicis,0,Effector
HopE1,B.salicis,0,Effector
HopAW1,B.salicis,0,Effector
HopP1,B.salicis,1,Effector
AvrBs2,B.salicis,0,Effector
AvrA,B.salicis,0,Effector
AvrRxv,B.salicis,0,Effector
AvrRpm1,B.salicis,0,Effector
AvrXccE1,B.salicis,0,Effector
AvrRpt2,B.salicis,0,Effector
AvrBs3,B.salicis,0,Effector
AvrE1,B.salicis,0,Effector
AvrB3,B.salicis,0,Effector
AvrXccB,B.salicis,1,Effector
DspA/E,B.salicis,1,Effector
DspF,B.salicis,0,Effector
Rsc3369,B.salicis,0,Effector
MxiE,B.salicis,0,Effector
ExoU,B.salicis,0,Effector
T2SS,B.salicis,1,T2SS
T3SS,B.salicis,1,T3SS
T4SS,B.salicis,2,T4SS
T6SS,B.salicis,0,T6SS
Flagella,B.salicis,1,Flagella
Pili,B.salicis,1,Pili
Pectate disaccharide-lyase,B.alni,0,PCWDE
Pectate lyase,B.alni,1,PCWDE
Rhanmogalacturonan endolyase,B.alni,0,PCWDE
Pectin lyase,B.alni,1,PCWDE
Cellulase,B.alni,1,PCWDE
beta-xylanase,B.alni,0,PCWDE
Arabinosidase,B.alni,0,PCWDE
beta-galactosidase,B.alni,0,PCWDE
beta-xylosidase,B.alni,0,PCWDE
beta-glucosidase,B.alni,1,PCWDE
alpha-galactosidase,B.alni,0,PCWDE
Galactanase,B.alni,0,PCWDE
Polyglacturonase,B.alni,0,PCWDE
Avicelase,B.alni,0,PCWDE
alpha-L-arabinosidase,B.alni,0,PCWDE
alpha-glucuronidase,B.alni,0,PCWDE
Harpin(HrpN),B.alni,0,Harpin
Harpin(HrpW),B.alni,1,Harpin
Harpin(HrpA2),B.alni,0,Harpin
Harpin(HrpZ1),B.alni,0,Harpin
Harpin(HrpK1),B.alni,0,Harpin
Harpin(PopW),B.alni,0,Harpin
Harpin(HrcR),B.alni,1,Harpin
Harpin(HopAK1),B.alni,1,Harpin
HopAN1,B.alni,0,Effector
HopAC1,B.alni,0,Effector
HopAG1,B.alni,0,Effector
HopAH1,B.alni,0,Effector
HopAI1,B.alni,0,Effector
HopJ1,B.alni,0,Effector
HopAA1,B.alni,0,Effector
HopM1,B.alni,0,Effector
HopX1,B.alni,0,Effector
HopQ1,B.alni,1,Effector
HopF2,B.alni,1,Effector
HopV1,B.alni,1,Effector
HopR1,B.alni,1,Effector
HopZ3,B.alni,0,Effector
HopH1,B.alni,1,Effector
HopL1,B.alni,1,Effector
HopAH2,B.alni,0,Effector
HopAJ1,B.alni,0,Effector
HopPtoC,B.alni,0,Effector
HopAV1,B.alni,0,Effector
HopAF1,B.alni,0,Effector
HopI1,B.alni,1,Effector
HopAE1,B.alni,0,Effector
HopAJ2,B.alni,1,Effector
HopAB1,B.alni,0,Effector
HopE1,B.alni,1,Effector
HopAW1,B.alni,0,Effector
HopP1,B.alni,0,Effector
AvrBs2,B.alni,0,Effector
AvrA,B.alni,0,Effector
AvrRxv,B.alni,0,Effector
AvrRpm1,B.alni,0,Effector
AvrXccE1,B.alni,0,Effector
AvrRpt2,B.alni,0,Effector
AvrBs3,B.alni,0,Effector
AvrE1,B.alni,0,Effector
AvrB3,B.alni,0,Effector
AvrXccB,B.alni,1,Effector
DspA/E,B.alni,1,Effector
DspF,B.alni,0,Effector
Rsc3369,B.alni,0,Effector
MxiE,B.alni,1,Effector
ExoU,B.alni,0,Effector
T2SS,B.alni,2,T2SS
T3SS,B.alni,1,T3SS
T4SS,B.alni,0,T4SS
T6SS,B.alni,2,T6SS
Flagella,B.alni,1,Flagella
Pili,B.alni,0,Pili
Pectate disaccharide-lyase,P.syringae,0,PCWDE
Pectate lyase,P.syringae,1,PCWDE
Rhanmogalacturonan endolyase,P.syringae,0,PCWDE
Pectin lyase,P.syringae,1,PCWDE
Cellulase,P.syringae,1,PCWDE
beta-xylanase,P.syringae,1,PCWDE
Arabinosidase,P.syringae,0,PCWDE
beta-galactosidase,P.syringae,0,PCWDE
beta-xylosidase,P.syringae,0,PCWDE
beta-glucosidase,P.syringae,1,PCWDE
alpha-galactosidase,P.syringae,0,PCWDE
Galactanase,P.syringae,0,PCWDE
Polyglacturonase,P.syringae,0,PCWDE
Avicelase,P.syringae,0,PCWDE
alpha-L-arabinosidase,P.syringae,0,PCWDE
alpha-glucuronidase,P.syringae,0,PCWDE
Harpin(HrpN),P.syringae,0,Harpin
Harpin(HrpW),P.syringae,1,Harpin
Harpin(HrpA2),P.syringae,1,Harpin
Harpin(HrpZ1),P.syringae,1,Harpin
Harpin(HrpK1),P.syringae,1,Harpin
Harpin(PopW),P.syringae,0,Harpin
Harpin(HrcR),P.syringae,0,Harpin
Harpin(HopAK1),P.syringae,1,Harpin
HopAN1,P.syringae,1,Effector
HopAC1,P.syringae,1,Effector
HopAG1,P.syringae,1,Effector
HopAH1,P.syringae,1,Effector
HopAI1,P.syringae,1,Effector
HopJ1,P.syringae,1,Effector
HopAA1,P.syringae,1,Effector
HopM1,P.syringae,1,Effector
HopX1,P.syringae,1,Effector
HopQ1,P.syringae,0,Effector
HopF2,P.syringae,0,Effector
HopV1,P.syringae,0,Effector
HopR1,P.syringae,0,Effector
HopZ3,P.syringae,1,Effector
HopH1,P.syringae,1,Effector
HopL1,P.syringae,1,Effector
HopAH2,P.syringae,1,Effector
HopAJ1,P.syringae,0,Effector
HopPtoC,P.syringae,0,Effector
HopAV1,P.syringae,0,Effector
HopAF1,P.syringae,1,Effector
HopI1,P.syringae,1,Effector
HopAE1,P.syringae,1,Effector
HopAJ2,P.syringae,1,Effector
HopAB1,P.syringae,1,Effector
HopE1,P.syringae,0,Effector
HopAW1,P.syringae,0,Effector
HopP1,P.syringae,0,Effector
AvrBs2,P.syringae,1,Effector
AvrA,P.syringae,0,Effector
AvrRxv,P.syringae,0,Effector
AvrRpm1,P.syringae,1,Effector
AvrXccE1,P.syringae,0,Effector
AvrRpt2,P.syringae,0,Effector
AvrBs3,P.syringae,0,Effector
AvrE1,P.syringae,1,Effector
AvrB3,P.syringae,1,Effector
AvrXccB,P.syringae,0,Effector
DspA/E,P.syringae,0,Effector
DspF,P.syringae,1,Effector
Rsc3369,P.syringae,0,Effector
MxiE,P.syringae,1,Effector
ExoU,P.syringae,0,Effector
T2SS,P.syringae,0,T2SS
T3SS,P.syringae,1,T3SS
T4SS,P.syringae,2,T4SS
T6SS,P.syringae,2,T6SS
Flagella,P.syringae,1,Flagella
Pili,P.syringae,1,Pili
Pectate disaccharide-lyase,X.oryzae,0,PCWDE
Pectate lyase,X.oryzae,1,PCWDE
Rhanmogalacturonan endolyase,X.oryzae,1,PCWDE
Pectin lyase,X.oryzae,0,PCWDE
Cellulase,X.oryzae,1,PCWDE
beta-xylanase,X.oryzae,1,PCWDE
Arabinosidase,X.oryzae,1,PCWDE
beta-galactosidase,X.oryzae,1,PCWDE
beta-xylosidase,X.oryzae,1,PCWDE
beta-glucosidase,X.oryzae,0,PCWDE
alpha-galactosidase,X.oryzae,0,PCWDE
Galactanase,X.oryzae,1,PCWDE
Polyglacturonase,X.oryzae,1,PCWDE
Avicelase,X.oryzae,1,PCWDE
alpha-L-arabinosidase,X.oryzae,0,PCWDE
alpha-glucuronidase,X.oryzae,1,PCWDE
Harpin(HrpN),X.oryzae,0,Harpin
Harpin(HrpW),X.oryzae,0,Harpin
Harpin(HrpA2),X.oryzae,0,Harpin
Harpin(HrpZ1),X.oryzae,0,Harpin
Harpin(HrpK1),X.oryzae,0,Harpin
Harpin(PopW),X.oryzae,0,Harpin
Harpin(HrcR),X.oryzae,0,Harpin
Harpin(HopAK1),X.oryzae,0,Harpin
HopAN1,X.oryzae,0,Effector
HopAC1,X.oryzae,0,Effector
HopAG1,X.oryzae,0,Effector
HopAH1,X.oryzae,0,Effector
HopAI1,X.oryzae,0,Effector
HopJ1,X.oryzae,0,Effector
HopAA1,X.oryzae,0,Effector
HopM1,X.oryzae,0,Effector
HopX1,X.oryzae,0,Effector
HopQ1,X.oryzae,1,Effector
HopF2,X.oryzae,0,Effector
HopV1,X.oryzae,0,Effector
HopR1,X.oryzae,0,Effector
HopZ3,X.oryzae,0,Effector
HopH1,X.oryzae,0,Effector
HopL1,X.oryzae,0,Effector
HopAH2,X.oryzae,0,Effector
HopAJ1,X.oryzae,0,Effector
HopPtoC,X.oryzae,0,Effector
HopAV1,X.oryzae,0,Effector
HopAF1,X.oryzae,0,Effector
HopI1,X.oryzae,1,Effector
HopAE1,X.oryzae,0,Effector
HopAJ2,X.oryzae,1,Effector
HopAB1,X.oryzae,0,Effector
HopE1,X.oryzae,0,Effector
HopAW1,X.oryzae,0,Effector
HopP1,X.oryzae,0,Effector
AvrBs2,X.oryzae,1,Effector
AvrA,X.oryzae,0,Effector
AvrRxv,X.oryzae,0,Effector
AvrRpm1,X.oryzae,0,Effector
AvrXccE1,X.oryzae,0,Effector
AvrRpt2,X.oryzae,0,Effector
AvrBs3,X.oryzae,1,Effector
AvrE1,X.oryzae,0,Effector
AvrB3,X.oryzae,0,Effector
AvrXccB,X.oryzae,0,Effector
DspA/E,X.oryzae,0,Effector
DspF,X.oryzae,0,Effector
Rsc3369,X.oryzae,0,Effector
MxiE,X.oryzae,1,Effector
ExoU,X.oryzae,0,Effector
T2SS,X.oryzae,0,T2SS
T3SS,X.oryzae,1,T3SS
T4SS,X.oryzae,0,T4SS
T6SS,X.oryzae,1,T6SS
Flagella,X.oryzae,1,Flagella
Pili,X.oryzae,0,Pili
Pectate disaccharide-lyase,X.campestris,0,PCWDE
Pectate lyase,X.campestris,1,PCWDE
